x,y,z,rx,ry,rz
-0.19718527405454883,-0.19130864184306975,0.5312039564326273,4.260606141503702,-0.18779686061771173,-1.5859476430203907
-0.19719469899957578,-0.19131897493456393,0.5311801545117648,4.259404589390182,-0.18745427411676535,-1.5858807518396407
-0.1972041311544788,-0.19132972535382015,0.5311566766276085,4.258172118382388,-0.18711474786674837,-1.5858100549230276
-0.19721355991504333,-0.19134086265326977,0.5311335316906877,4.256908726622507,-0.1867781841770998,-1.5857358010280067
-0.197222974677055,-0.1913523563853442,0.5311107286115317,4.255614412252729,-0.18644448535725874,-1.5856582389120333
-0.19723236483629927,-0.19136417610247486,0.53108827630067,4.2542891734152395,-0.18611355371666424,-1.5855776173325635
-0.1972417197885617,-0.19137629135709308,0.5310661836686319,4.252933008252231,-0.1857852915647557,-1.5854941850470532
-0.1972510289296278,-0.19138867170163032,0.5310444596259466,4.251545914905891,-0.18545960121097213,-1.5854081908129583
-0.19726028165528306,-0.1914012866885179,0.5310231130831435,4.250127891518406,-0.18513638496475265,-1.5853198833877344
-0.1972694673613131,-0.19141410587018734,0.531002152950752,4.248678936231966,-0.18481554513553622,-1.5852295115288375
-0.19727857544350336,-0.1914270987990699,0.5309815881393014,4.24719904718876,-0.18449698403276232,-1.5851373239937232
-0.19728759529763942,-0.19144023502759705,0.5309614275593212,4.245688222530978,-0.18418060396586988,-1.5850435695398473
-0.19729651631950684,-0.19145348410820012,0.5309416801213404,4.244146460400805,-0.18386630724429812,-1.584948496924666
-0.19730532790489103,-0.19146681559331058,0.5309223547358886,4.242573758940432,-0.183553996177486,-1.5848523549056348
-0.19731401944957763,-0.1914801990353598,0.530903460313495,4.240970116292048,-0.1832435730748729,-1.5847553922402093
-0.1973225803493521,-0.19149360398677914,0.530885005764689,4.239335530597841,-0.18293494024589788,-1.5846578576858459
-0.197331,-0.191507,0.530867,4.23767,-0.182628,-1.58456
-0.1973392715085073,-0.19152035812659984,0.5308494465002783,4.235973588806397,-0.18232261446506737,-1.584462074562569
-0.19734740282666188,-0.19153365541474016,0.5308323270276597,4.2342466259876606,-0.18201848504278442,-1.5843643632432167
-0.19735540561745202,-0.19154687041172846,0.5308156179146007,4.2324895066800945,-0.18171527295328432,-1.584267154534049
-0.19736329154386603,-0.19155998166487231,0.5307992954935581,4.230702626020012,-0.18141263941670036,-1.5841707369271705
-0.19737107226889225,-0.19157296772147925,0.5307833360969884,4.228886379143717,-0.1811102456531656,-1.5840753989146867
-0.1973787594555189,-0.1915858071288568,0.5307677160573483,4.2270411611875245,-0.18080775288281362,-1.5839814289887035
-0.19738636476673432,-0.19159847843431255,0.5307524117070946,4.225167367287741,-0.1805048223257775,-1.5838891156413264
-0.19739389986552683,-0.19161096018515397,0.530737399378684,4.223265392580673,-0.18020111520219056,-1.5837987473646598
-0.19740137641488473,-0.19162323092868866,0.5307226554045732,4.221335632202633,-0.17989629273218585,-1.5837106126508103
-0.19740880607779637,-0.19163526921222415,0.5307081561172186,4.219378481289932,-0.17959001613589698,-1.5836249999918823
-0.19741620051725,-0.19164705358306788,0.5306938778490773,4.2173943349788745,-0.17928194663345706,-1.5835421978799817
-0.19742357139623393,-0.19165856258852754,0.5306797969326056,4.215383588405772,-0.1789717454449993,-1.5834624948072138
-0.19743093037773646,-0.19166977477591057,0.5306658897002603,4.213346636706932,-0.17865907379065687,-1.583386179265684
-0.19743828912474592,-0.19168066869252454,0.5306521324844983,4.211283875018667,-0.17834359289056334,-1.5833135397474976
-0.19744565930025063,-0.191691222885677,0.530638501617776,4.209195698477283,-0.17802496396485176,-1.5832448647447601
-0.19745305256723883,-0.19170141590267545,0.5306249734325503,4.207082502219091,-0.17770284823365537,-1.583180442749577
-0.1974604805021882,-0.19171122644489555,0.5306115243847542,4.204944681116301,-0.17737691037630426,-1.5831205588544361
-0.19746794949093677,-0.19172064245779846,0.5305981383389088,4.2027826141953,-0.17704702262394165,-1.5830652941747956
-0.19747545787383106,-0.19172966621517787,0.5305848106428463,4.200596655921439,-0.1767133789130201,-1.5830144136617148
-0.1974830032991323,-0.19173830122337224,0.5305715376322107,4.198387158647291,-0.1763762008535675,-1.5829676550693168
-0.1974905834151017,-0.19174655098872004,0.5305583156426457,4.196154474725431,-0.17603571005561144,-1.5829247561517241
-0.19749819587000061,-0.1917544190175597,0.5305451410097954,4.193898956508439,-0.17569212812918011,-1.5828854546630595
-0.1975058383120902,-0.19176190881622965,0.5305320100693037,4.191620956348883,-0.17534567668430115,-1.5828494883574453
-0.19751350838963178,-0.19176902389106842,0.5305189191568146,4.189320826599342,-0.17499657733100238,-1.5828165949890047
-0.19752120375088658,-0.19177576774841434,0.5305058646079719,4.186998919612388,-0.17464505167931144,-1.5827865123118594
-0.19752892204411582,-0.19178214389460596,0.5304928427584197,4.184655587740597,-0.17429132133925654,-1.5827589780801328
-0.19753666091758076,-0.19178815583598172,0.5304798499438017,4.182291183336546,-0.17393560792086524,-1.5827337300479472
-0.19754441801954276,-0.19179380707888002,0.5304668824997621,4.179906058752806,-0.1735781330341654,-1.5827105059694253
-0.1975521909982629,-0.19179910112963935,0.5304539367619446,4.177500566341953,-0.17321911828918468,-1.5826890435986898
-0.19755997750200258,-0.19180404149459815,0.5304410090659936,4.1750750584565655,-0.17285878529595125,-1.5826690806898631
-0.1975677751790229,-0.19180863168009482,0.5304280957475523,4.1726298874492125,-0.17249735566449267,-1.582650354997068
-0.1975755816775852,-0.19181287519246792,0.530415193142265,4.170165405672473,-0.1721350510048369,-1.5826326042744274
-0.19758339464595082,-0.19181677553805582,0.5304022975857757,4.16768196547892,-0.17177209292701148,-1.5826155662760633
-0.19759121167310706,-0.19182033731282663,0.5303894063352752,4.165179906147587,-0.17140868969238915,-1.5825989838216434
-0.1975990296589834,-0.19182357777969297,0.5303765273609362,4.162659414977612,-0.17104489438422288,-1.5825826586177931
-0.19760684505895584,-0.1918265223737899,0.530363675544533,4.160120581216575,-0.17068065997085,-1.5825664303627238
-0.19761465432099098,-0.19182919666645595,0.5303508658830333,4.157563492477869,-0.1703159377520259,-1.5825501393878383
-0.19762245389305552,-0.19183162622902986,0.5303381133734045,4.154988236374886,-0.16995067902750624,-1.582533626024542
-0.19763024022311618,-0.19183383663285025,0.5303254330126144,4.152394900521017,-0.16958483509704644,-1.5825167306042385
