x,y,z,vx,vy,vz,ax,ay,az,rx,ry,rz,vrx,vry,vrz,arx,ary,arz
-0.19978,-0.185565,0.520647,-0.0343713,-0.00801534,-0.0294708,-0.28816,-0.304022,0.106881,-2.95007,-0.297343,-1.63204,-0.305685,0.00434368,-0.263965,-0.378813,1.01974,-0.341675
-0.199733,-0.186149,0.52109,-0.0332943,-0.0192497,-0.0131195,-0.273559,-0.315571,0.148744,-2.96324,-0.292055,-1.623,-0.455987,0.126543,-0.0825292,-0.777874,1.29862,0.118995
-0.199659,-0.186797,0.521827,-0.0319914,-0.0295406,0.00519219,-0.260487,-0.32564,0.194395,-2.98211,-0.280762,-1.61134,-0.654068,0.300645,0.109399,-1.27992,1.6926,0.59921
-0.199459,-0.187056,0.523115,-0.0291859,-0.0330403,0.0271256,-0.243885,-0.317412,0.246017,-3.00145,-0.275269,-1.60496,-0.826717,0.367825,0.206345,-1.68881,1.77058,0.80307
-0.19903,-0.187013,0.524411,-0.0236763,-0.0314107,0.046351,-0.219785,-0.296055,0.288953,-3.0172,-0.276251,-1.60279,-0.93681,0.346629,0.235571,-1.92923,1.63237,0.828733
-0.198554,-0.18697,0.525254,-0.0173974,-0.0291984,0.0576466,-0.192721,-0.275079,0.309023,-3.02894,-0.278328,-1.60019,-0.983559,0.313226,0.262465,-1.98751,1.47752,0.859171
-0.198226,-0.186798,0.525778,-0.0130565,-0.0247427,0.0627538,-0.171501,-0.249656,0.310063,-3.03845,-0.278957,-1.59836,-0.9792,0.280567,0.262628,-1.87719,1.30771,0.812922
-0.19813,-0.186108,0.526141,-0.0115356,-0.015204,0.0645991,-0.158909,-0.214543,0.301891,-3.04453,-0.28286,-1.60301,-0.927008,0.215778,0.191731,-1.65517,1.09605,0.616648
-0.198118,-0.185244,0.526235,-0.0109984,-0.00495488,0.0627401,-0.150216,-0.178451,0.284332,-3.04641,-0.28853,-1.61092,-0.836479,0.144749,0.0986032,-1.36323,0.892901,0.378347
-0.198139,-0.184921,0.526321,-0.0105013,-0.000598965,0.0593795,-0.142159,-0.155634,0.261056,-3.05048,-0.287329,-1.61193,-0.768768,0.144958,0.0796166,-1.11538,0.848378,0.299585
-0.198072,-0.184771,0.526472,-0.00898653,0.00148743,0.0556309,-0.132466,-0.141394,0.237363,-3.05431,-0.291205,-1.61186,-0.696246,0.0976322,0.0745491,-0.864182,0.720279,0.280535
-0.197726,-0.184248,0.526392,-0.00487376,0.00657506,0.0490052,-0.117119,-0.122949,0.209267,-3.05456,-0.29865,-1.61617,-0.5874,0.013834,0.0307573,-0.542285,0.485432,0.189689
-0.197244,-0.183773,0.526192,0.000231029,0.010899,0.0409715,-0.0984795,-0.105086,0.179417,-3.05676,-0.297023,-1.61735,-0.50105,0.0241064,0.0193894,-0.283944,0.463393,0.155941
-0.196777,-0.183582,0.526073,0.00474154,0.012271,0.0341396,-0.0804173,-0.094107,0.154702,-3.06076,-0.294845,-1.61612,-0.448203,0.0572377,0.0348584,-0.153914,0.562727,0.196403
-0.19646,-0.18344,0.526147,0.00765702,0.0126537,0.0307057,-0.0655752,-0.0879648,0.14205,-3.06614,-0.294401,-1.61564,-0.427782,0.0712519,0.045536,-0.140041,0.605475,0.24031
-0.196269,-0.18355,0.526288,0.00956281,0.0102289,0.0291056,-0.0537091,-0.0896938,0.13569,-3.07331,-0.291659,-1.61299,-0.436634,0.102319,0.0783768,-0.200424,0.662426,0.332343
-0.196098,-0.183816,0.526249,0.011165,0.00582752,0.0259867,-0.0449642,-0.0980356,0.124533,-3.07947,-0.289073,-1.60993,-0.435702,0.126196,0.115196,-0.218802,0.699576,0.436168
-0.195847,-0.18423,0.526142,0.0132444,-0.000267227,0.0221865,-0.0372482,-0.111104,0.109377,-3.08533,-0.287597,-1.606,-0.429825,0.138876,0.158615,-0.20211,0.715609,0.548708
-0.195536,-0.184742,0.5263,0.0155999,-0.00693535,0.0211473,-0.0296982,-0.124569,0.0996536,-3.09438,-0.284286,-1.60074,-0.458111,0.165873,0.211265,-0.260699,0.75294,0.674517
-0.195263,-0.185046,0.526689,0.0173252,-0.0106185,0.022394,-0.023813,-0.129191,0.0961799,-3.1056,-0.280577,-1.59783,-0.509909,0.195273,0.232628,-0.385254,0.801444,0.714854
-0.195055,-0.185251,0.527358,0.0176801,-0.0127107,0.026237,-0.0223673,-0.128232,0.100477,-3.11949,-0.274878,-1.59513,-0.584708,0.246517,0.244806,-0.565193,0.909213,0.714334
-0.194942,-0.185518,0.528296,0.0163719,-0.0153308,0.0327358,-0.0255231,-0.127803,0.113616,-3.13677,-0.267688,-1.59038,-0.684033,0.299001,0.274931,-0.802799,0.999837,0.754847
-0.194911,-0.18565,0.529001,0.0140363,-0.0158828,0.0367089,-0.0304559,-0.120902,0.122308,-0.685632,-0.265372,-1.5885,21.2002,0.292622,0.272435,48.0324,0.952801,0.721525
-0.194984,-0.185696,0.529362,0.0108594,-0.0141744,0.0359963,-0.0363586,-0.10629,0.116705,0.982321,-0.261423,-1.58805,41.3407,0.301824,0.245349,118.772,0.937909,0.605362
-0.195111,-0.185789,0.529477,0.00759546,-0.0123103,0.0326318,-0.0418328,-0.092251,0.103365,2.17034,-0.258329,-1.58722,53.3165,0.307457,0.219008,155.847,0.927465,0.491986
-0.195178,-0.185797,0.52953,0.00550513,-0.00943502,0.0291143,-0.0442355,-0.0783235,0.088819,3.02411,-0.255657,-1.58717,59.697,0.300202,0.186035,169.893,0.858972,0.37835
-0.195201,-0.185713,0.529754,0.00419781,-0.0058535,0.0273498,-0.0447849,-0.0648971,0.0770517,3.65611,-0.253537,-1.58688,62.3213,0.283928,0.156358,168.603,0.765482,0.280822
-0.195223,-0.185515,0.530295,0.00299926,-0.00175916,0.0282834,-0.0453085,-0.05202,0.0715348,4.15899,-0.250563,-1.58694,62.4918,0.274291,0.127661,157.482,0.690115,0.20046
-0.195259,-0.185202,0.530968,0.00189625,0.00281732,0.0302449,-0.045422,-0.0383509,0.0710434,4.61473,-0.24884,-1.58816,61.1133,0.250767,0.0931853,140.499,0.591272,0.114774
-0.195193,-0.185074,0.531614,0.00215276,0.00539645,0.0314668,-0.0421079,-0.0283535,0.0708002,5.09492,-0.24899,-1.58692,58.7321,0.207716,0.0822307,120.444,0.448403,0.0722322
-0.194971,-0.184834,0.531819,0.00406301,0.00806209,0.028272,-0.0347504,-0.0204024,0.0617578,5.67083,-0.248819,-1.58717,55.6236,0.170785,0.0638927,99.2751,0.323178,0.0359195
-0.194739,-0.184632,0.531715,0.00613965,0.0098498,0.0220702,-0.0264515,-0.0139026,0.0442409,6.41458,-0.246625,-1.58895,51.7894,0.154,0.0333829,78.3133,0.249056,-0.0366408
-0.194556,-0.184509,0.531724,0.00759304,0.0104323,0.0178817,-0.0200071,-0.0100312,0.0309554,4.94006,-0.243829,-1.59059,25.0179,0.150089,0.00900727,9.40169,0.234442,-0.103662
-0.194532,-0.184617,0.531752,0.00742972,0.00939076,0.0145431,-0.018034,-0.00855389,0.0196442,3.92214,-0.24196,-1.59019,6.90923,0.140479,2.26699e-05,-35.7427,0.215744,-0.152679
-0.194547,-0.184591,0.531693,0.00650839,0.00928346,0.0107671,-0.0198214,-0.00775716,0.00700512,3.23771,-0.2405,-1.59103,-4.91682,0.134748,-0.0160097,-63.7821,0.210666,-0.193949
-0.194468,-0.184618,0.531799,0.00640925,0.00897971,0.00844582,-0.0201124,-0.00694123,-0.00344127,2.78959,-0.235345,-1.58961,-12.2788,0.158063,-0.0132866,-79.7629,0.243898,-0.198094
-0.194344,-0.18467,0.531895,0.00694986,0.00808524,0.00612916,-0.0179164,-0.00903355,-0.0123883,2.51207,-0.229701,-1.58867,-16.4723,0.193525,-0.00934954,-87.3439,0.338625,-0.16993
-0.194279,-0.185023,0.53172,0.00684547,0.0040734,0.000964729,-0.0171017,-0.0189811,-0.0272315,2.35893,-0.224202,-1.5878,-18.4226,0.226527,-0.00493777,-89.092,0.423951,-0.139859
-0.194262,-0.185541,0.531237,0.00594947,-0.00209135,-0.00696487,-0.0188039,-0.0361849,-0.0480857,2.29286,-0.21895,-1.58677,-18.8409,0.255672,0.00327863,-86.9357,0.490897,-0.100801
-0.194336,-0.185887,0.530479,0.00405129,-0.00625503,-0.0168799,-0.0228723,-0.0480102,-0.0733873,2.28472,-0.212165,-1.58689,-18.2627,0.292852,-0.00253935,-82.3225,0.556588,-0.105534
-0.194647,-0.186157,0.529639,-6.94755e-05,-0.00943669,-0.0264845,-0.0320792,-0.0556079,-0.0977126,2.31258,-0.20358,-1.58745,-17.0866,0.342801,-0.00676,-76.3411,0.654049,-0.103363
-0.195132,-0.186659,0.528823,-0.00570836,-0.0140624,-0.0351523,-0.0457149,-0.0636943,-0.119959,2.36193,-0.194618,-1.58637,-15.5779,0.390008,0.00412624,-69.7096,0.750978,-0.0809471
-0.195546,-0.18736,0.527907,-0.0104042,-0.0205844,-0.043556,-0.0578226,-0.07728,-0.139399,2.42486,-0.187468,-1.58399,-13.9042,0.420305,0.029908,-62.8897,0.822023,-0.0172311
-0.19571,-0.18776,0.527088,-0.0119547,-0.0234944,-0.0501048,-0.0609379,-0.082131,-0.153583,2.49263,-0.182702,-1.58268,-12.2005,0.421209,0.0394919,-56.1992,0.800207,0.00192
-0.195847,-0.188071,0.526527,-0.012716,-0.0246294,-0.0530061,-0.0600963,-0.0802634,-0.156787,2.55849,-0.176028,-1.58089,-10.5695,0.432318,0.0513641,-49.9067,0.772524,0.025346
-0.196067,-0.188509,0.52615,-0.0142024,-0.0256571,-0.0531622,-0.0605228,-0.0758834,-0.15068,2.62249,-0.173138,-1.57922,-9.0326,0.400525,0.0554665,-44.0793,0.646255,0.0263256
-0.196261,-0.188887,0.526022,-0.0151354,-0.0260011,-0.0496491,-0.0593487,-0.0723993,-0.13282,2.68066,-0.170706,-1.57797,-7.64484,0.361863,0.0602802,-38.8361,0.495858,0.0498253
-0.196438,-0.188824,0.52597,-0.0153204,-0.0217289,-0.0441542,-0.0556338,-0.0586799,-0.108253,2.73112,-0.166126,-1.5793,-6.43458,0.344298,0.0417382,-34.2363,0.400512,0.0165861
-0.196623,-0.188579,0.526007,-0.015252,-0.015539,-0.0373717,-0.0516513,-0.0389425,-0.0820354,2.7734,-0.159851,-1.57996,-5.39796,0.348456,0.0257268,-30.229,0.385658,-0.0371262
-0.196752,-0.1884,0.526187,-0.0143193,-0.0101882,-0.0291713,-0.0461243,-0.0207804,-0.0548004,2.80833,-0.153995,-1.57996,-4.51275,0.347004,0.0167494,-26.7263,0.369772,-0.0719195
-0.196669,-0.188274,0.52638,-0.0110507,-0.00590931,-0.0209523,-0.0354371,-0.00668932,-0.0293997,2.83805,-0.150196,-1.57927,-3.7503,0.325042,0.0186476,-23.6464,0.312001,-0.0671213
-0.196382,-0.188093,0.526481,-0.00585011,-0.00101619,-0.0146759,-0.0201573,0.00828583,-0.0123805,2.86304,-0.148099,-1.57785,-3.09325,0.286603,0.0251945,-20.9173,0.208802,-0.0530774
-0.196182,-0.187869,0.526518,-0.00196994,0.00330918,-0.0100446,-0.00810868,0.0192399,-0.00206678,2.88264,-0.14466,-1.57647,-2.54438,0.269976,0.0357201,-18.5439,0.161641,-0.0127054
-0.196286,-0.187814,0.526418,-0.00155437,0.00513241,-0.00826267,-0.00523395,0.0232596,-0.00116575,2.89776,-0.135575,-1.57586,-2.08025,0.311776,0.0373453,-16.4513,0.251442,0.000638357
-0.196428,-0.187623,0.526175,-0.00215669,0.00751886,-0.00921182,-0.00736222,0.0273759,-0.00777634,2.91047,-0.12684,-1.57763,-1.67392,0.360175,0.0152756,-14.5781,0.395107,-0.0491068
-0.196488,-0.187137,0.525841,-0.00222151,0.0131983,-0.012014,-0.00869493,0.0416944,-0.0182701,2.92083,-0.118219,-1.58075,-1.31774,0.402974,-0.0266925,-12.8963,0.504548,-0.172801
-0.196515,-0.186546,0.525324,-0.00194301,0.0192191,-0.016519,-0.00815816,0.0570148,-0.0299204,2.93176,-0.112498,-1.58351,-0.984005,0.409352,-0.058607,-11.3494,0.503576,-0.262173
-0.196466,-0.186217,0.525002,-0.000817404,0.0219647,-0.0188087,-0.00470988,0.0646697,-0.0347746,2.93953,-0.105495,-1.58325,-0.705693,0.41161,-0.05575,-9.99555,0.450744,-0.261695
-0.196408,-0.186025,0.524743,0.000344381,0.022616,-0.0194448,-0.000622868,0.0654748,-0.0321462,2.94493,-0.0993396,-1.58352,-0.483742,0.412493,-0.0558678,-8.8669,0.431091,-0.252156
-0.196424,-0.185841,0.524288,0.000538987,0.0229987,-0.0211632,0.0009591,0.0647963,-0.0308118,2.95046,-0.0943632,-1.58512,-0.288464,0.401934,-0.0720582,-7.86885,0.382892,-0.284991
-0.196576,-0.185735,0.5239,-0.00080095,0.0224462,-0.0217915,-0.00155786,0.0612344,-0.0286583,2.95475,-0.0889865,-1.58618,-0.126196,0.39254,-0.0836459,-6.98419,0.325327,-0.308263
-0.19685,-0.185635,0.523594,-0.00321974,0.021945,-0.0210834,-0.00696475,0.0573565,-0.0241702,2.9593,-0.0840632,-1.58681,0.0195551,0.374322,-0.0900185,-6.17549,0.243529,-0.310044
-0.197125,-0.185243,0.523455,-0.00526992,0.0235498,-0.0183616,-0.0118778,0.0566877,-0.0156498,2.96283,-0.079207,-1.58908,0.138978,0.350756,-0.101058,-5.45685,0.150889,-0.297727
-0.197236,-0.18475,0.523424,-0.00538559,0.0261727,-0.014635,-0.0124838,0.0608875,-0.00551555,2.96513,-0.0782271,-1.59221,0.232032,0.289564,-0.118311,-4.8331,-0.0143035,-0.319667
-0.197128,-0.184734,0.523606,-0.00365183,0.0235422,-0.0095224,-0.00895642,0.0531321,0.0066114,2.96369,-0.0768104,-1.59184,0.276593,0.241138,-0.10137,-4.35885,-0.141704,-0.279445
-0.19685,-0.185109,0.523727,-0.000365209,0.0166026,-0.00550692,-0.000123351,0.0330681,0.0169216,2.96003,-0.071109,-1.58977,0.286382,0.241768,-0.0687185,-4.02113,-0.145987,-0.193032
-0.196504,-0.185801,0.523631,0.00368483,0.00654518,-0.0042356,0.0125474,0.0039215,0.0203115,2.95569,-0.0615351,-1.58577,0.280649,0.291018,-0.018087,-3.75878,-0.00141203,-0.0499077
-0.196183,-0.186515,0.523094,0.00750601,-0.00329793,-0.00818943,0.0253535,-0.0254738,0.00931541,2.95431,-0.0553455,-1.58109,0.30392,0.304994,0.0396106,-3.43947,0.0663252,0.125899
-0.195902,-0.187203,0.522445,0.0108708,-0.0122369,-0.0135812,0.0363076,-0.0515778,-0.0069256,2.95353,-0.0480612,-1.57558,0.330213,0.32762,0.105919,-3.11635,0.135146,0.325696
-0.195681,-0.187758,0.52201,0.0134728,-0.0190616,-0.016477,0.0438086,-0.0703584,-0.0166226,2.9517,-0.0411273,-1.57047,0.337078,0.352188,0.163125,-2.85795,0.213653,0.48907
-0.195412,-0.188024,0.522012,0.0160793,-0.0222436,-0.014877,0.049021,-0.0775409,-0.0138689,2.94667,-0.034134,-1.56773,0.308249,0.374047,0.189313,-2.69635,0.262927,0.555264
-0.195195,-0.188064,0.522287,0.0179487,-0.0220685,-0.0098517,0.0516264,-0.0724481,0.00159214,2.94007,-0.0296366,-1.56808,0.256059,0.370582,0.176743,-2.62555,0.241339,0.498945
-0.194954,-0.188255,0.522522,0.0193006,-0.0228323,-0.00481358,0.0511297,-0.0674457,0.0194431,2.93374,-0.0259,-1.56778,0.208217,0.350015,0.168503,-2.55217,0.143216,0.433395
-0.194608,-0.188568,0.522544,0.020918,-0.0236217,-0.00213972,0.0507189,-0.0616262,0.0302708,2.9285,-0.0225691,-1.56529,0.178928,0.321872,0.175961,-2.42787,0.0234301,0.395044
-0.194372,-0.188828,0.522171,0.0208031,-0.02281,-0.00388237,0.0470745,-0.0533878,0.0273474,2.92695,-0.0191389,-1.56225,0.192504,0.288802,0.182743,-2.20117,-0.106955,0.367443
-0.194379,-0.18886,0.521487,0.0178056,-0.0193314,-0.00868248,0.0371475,-0.041403,0.0140221,2.92879,-0.0166622,-1.56055,0.240311,0.242826,0.171713,-1.89203,-0.250331,0.315718
-0.194592,-0.188498,0.520951,0.0127033,-0.0120599,-0.0120397,0.022391,-0.0219967,0.000935313,2.92983,-0.0141148,-1.56219,0.277906,0.20613,0.124964,-1.6051,-0.335408,0.188114
-0.194959,-0.1879,0.520802,0.00645442,-0.00276297,-0.011575,0.005134,0.00254663,-0.00319792,2.92846,-0.0117337,-1.56637,0.286735,0.176599,0.0530083,-1.4079,-0.381922,-0.00293856
-0.195291,-0.187201,0.520985,0.000979312,0.00654752,-0.00827054,-0.0103766,0.0266347,0.00140882,2.92493,-0.0117639,-1.57129,0.272478,0.127631,-0.0190983,-1.29454,-0.473625,-0.190215
-0.195466,-0.186506,0.521215,-0.00226789,0.0144651,-0.00499616,-0.019416,0.046487,0.00921782,2.92051,-0.0104875,-1.57627,0.246162,0.0978994,-0.080062,-1.24728,-0.52676,-0.340225
-0.195627,-0.18616,0.520951,-0.00467001,0.017859,-0.00715007,-0.0246876,0.055195,0.00605892,2.9202,-0.0101496,-1.57884,0.25768,0.0715254,-0.108908,-1.13461,-0.557686,-0.412513
-0.195726,-0.185982,0.520204,-0.00594038,0.0186918,-0.0141034,-0.0266161,0.0557289,-0.00916355,2.92224,-0.00761509,-1.58035,0.290001,0.0729227,-0.119848,-0.963879,-0.536003,-0.428719
-0.195716,-0.18594,0.519387,-0.00609187,0.0178694,-0.0210591,-0.0260199,0.0514498,-0.0257379,2.92343,-0.00382096,-1.5802,0.309078,0.0879309,-0.114108,-0.815875,-0.487399,-0.404653
-0.195719,-0.185924,0.518738,-0.0059909,0.0167062,-0.0249957,-0.0236463,0.0455694,-0.0348169,2.92334,0.000701292,-1.58008,0.306558,0.110532,-0.107371,-0.731371,-0.418396,-0.365533
-0.195758,-0.185883,0.518331,-0.0058149,0.0155972,-0.0255102,-0.0207116,0.0391517,-0.0354079,2.92134,0.00695663,-1.58138,0.279089,0.144038,-0.111546,-0.714998,-0.329845,-0.343693
-0.195812,-0.185817,0.518209,-0.00553469,0.0141391,-0.0229078,-0.0182034,0.0313375,-0.0286192,2.91719,0.0125229,-1.58273,0.230088,0.169146,-0.113405,-0.754519,-0.24499,-0.322864
-0.195789,-0.185559,0.517959,-0.00448453,0.0139062,-0.0218497,-0.0150484,0.0269955,-0.0252498,2.91435,0.0173138,-1.58492,0.197799,0.187315,-0.117639,-0.761346,-0.169881,-0.309112
-0.195721,-0.185325,0.517381,-0.00296669,0.014098,-0.0248934,-0.0110176,0.0280084,-0.0331463,2.9156,0.0193002,-1.58533,0.211932,0.182487,-0.109031,-0.651002,-0.148634,-0.291646
-0.195717,-0.18519,0.516526,-0.00246938,0.0135742,-0.0312096,-0.0101651,0.0283011,-0.0500094,2.91958,0.0224843,-1.58548,0.261339,0.181065,-0.0956046,-0.4342,-0.161798,-0.251835
-0.19575,-0.185144,0.515538,-0.00273634,0.0123441,-0.0381493,-0.0116943,0.0263778,-0.0672465,2.92521,0.0246526,-1.58594,0.321319,0.170908,-0.0859861,-0.20349,-0.189567,-0.220763
-0.195661,-0.185309,0.514615,-0.00190552,0.00963571,-0.0433725,-0.0101967,0.0205393,-0.0792497,2.92996,0.0266839,-1.58405,0.363948,0.161167,-0.0605615,-0.025578,-0.216982,-0.164227
-0.195429,-0.185642,0.513871,0.000469222,0.00504821,-0.0461816,-0.00352679,0.00698016,-0.0849425,2.93247,0.0284073,-1.57893,0.380529,0.14634,-0.001357,0.0803987,-0.263047,0.000163035
-0.195347,-0.185722,0.513124,0.00147126,0.00268297,-0.0486223,0.00112043,-0.00336752,-0.0885035,2.93599,0.0302664,-1.57672,0.402156,0.130389,0.0341019,0.171318,-0.312924,0.137846
-0.195444,-0.185563,0.512446,0.000588333,0.00332293,-0.0501917,0.00032564,-0.00383183,-0.0893532,2.94037,0.0312678,-1.57728,0.430719,0.107932,0.0355707,0.271153,-0.365023,0.162487
-0.19554,-0.185315,0.511975,-0.000437736,0.0051588,-0.04923,-0.00243895,0.000671823,-0.082513,2.9435,0.0316335,-1.57727,0.443955,0.0756959,0.0371094,0.324872,-0.444059,0.155834
-0.195529,-0.185202,0.511541,-0.000310164,0.00522513,-0.0467749,-0.00268886,0.00101822,-0.0691368,2.94717,0.0294774,-1.57632,0.449878,0.0261372,0.0489355,0.32782,-0.543925,0.173312
-0.195423,-0.18554,0.511231,0.000861068,0.000138762,-0.0423173,6.52537e-05,-0.0119033,-0.050913,2.95012,0.0275588,-1.57263,0.438642,-0.0175355,0.0890573,0.284505,-0.638303,0.262856
-0.195118,-0.185948,0.51108,0.00411992,-0.00559607,-0.0361983,0.00850799,-0.0272853,-0.0304157,2.95012,0.0297268,-1.56918,0.392152,-0.011151,0.122852,0.163058,-0.60098,0.341312
-0.194815,-0.186243,0.510869,0.00747119,-0.00937614,-0.0310214,0.0182619,-0.0367202,-0.0139594,2.95102,0.0292431,-1.5663,0.352947,-0.0231528,0.147287,0.0602785,-0.585373,0.395778
-0.194716,-0.186684,0.51072,0.00824614,-0.0132593,-0.0260273,0.0206338,-0.0441256,-0.00062065,2.95122,0.0294025,-1.56174,0.313368,-0.0322879,0.178948,-0.0185338,-0.589311,0.452379
-0.1949,-0.186721,0.510539,0.0054982,-0.012867,-0.0217165,0.0124907,-0.0430286,0.0104585,2.95098,0.031183,-1.56087,0.272026,-0.0212909,0.168844,-0.099897,-0.538487,0.419033
-0.195147,-0.18655,0.510254,0.00184285,-0.0100455,-0.0191942,0.000808351,-0.0344949,0.0156479,2.95257,0.0341278,-1.56212,0.251695,0.00410736,0.13357,-0.13103,-0.444541,0.314074
-0.195188,-0.186777,0.510061,0.000709918,-0.0114424,-0.0168192,-0.00386814,-0.0355136,0.0186809,2.95257,0.0376766,-1.55874,0.221926,0.0356991,0.150235,-0.16877,-0.33304,0.3381
-0.194975,-0.187205,0.509871,0.00256011,-0.0153123,-0.0152246,0.000353132,-0.0445507,0.0203402,2.95037,0.0438657,-1.55342,0.17489,0.0935872,0.194231,-0.255556,-0.157719,0.455057
-0.194774,-0.187798,0.509389,0.00439499,-0.0200354,-0.0169254,0.0059614,-0.0549903,0.015473,2.94989,0.0484761,-1.54708,0.146635,0.137175,0.240603,-0.318408,-0.00703511,0.565885
-0.194609,-0.188191,0.508641,0.00535691,-0.0223944,-0.0213127,0.00882051,-0.0608698,0.00422119,2.94935,0.058434,-1.54124,0.121308,0.223109,0.27758,-0.370601,0.212934,0.656308
-0.194605,-0.188126,0.507711,0.00453735,-0.0199449,-0.0273765,0.00753106,-0.0544545,-0.0118529,2.95079,0.0658429,-1.53681,0.114327,0.287404,0.297365,-0.383412,0.413735,0.700924
-0.194841,-0.187857,0.506813,0.00142454,-0.015091,-0.0329446,0.000392895,-0.0390382,-0.0274607,2.95352,0.0685174,-1.53348,0.123751,0.297021,0.302866,-0.336905,0.451754,0.696554
-0.194988,-0.187695,0.506352,-0.000416735,-0.0110667,-0.0338113,-0.00461615,-0.0236176,-0.0308433,2.95118,0.0763697,-1.52856,0.086977,0.343497,0.319897,-0.385335,0.52145,0.702876
-0.194888,-0.187175,0.506006,0.000774853,-0.00397822,-0.0324387,-0.00197951,-0.00241327,-0.0243393,2.94682,0.0848337,-1.52619,0.0251394,0.395424,0.313505,-0.531334,0.631076,0.662217
-0.194631,-0.186747,0.505922,0.00363236,0.00230962,-0.0280653,0.0050668,0.0184144,-0.00945114,2.94093,0.091218,-1.52301,-0.0511196,0.421356,0.307181,-0.723741,0.68168,0.593216
-0.194415,-0.186276,0.506129,0.00549294,0.00894853,-0.0206196,0.00928736,0.0387703,0.0137028,2.93127,0.100693,-1.5201,-0.158243,0.462868,0.290234,-0.985372,0.741711,0.49449
-0.194412,-0.185221,0.506283,0.00477917,0.0209113,-0.0136874,0.00722223,0.0696095,0.0361989,2.92118,0.110137,-1.52227,-0.26327,0.504448,0.222097,-1.24984,0.83513,0.289263
-0.19452,-0.183999,0.506283,0.00267195,0.0343689,-0.00864878,0.00116518,0.105261,0.0521119,2.91343,0.115924,-1.52513,-0.33707,0.506931,0.144845,-1.42988,0.839146,0.0483031
-0.194511,-0.182955,0.506331,0.00196044,0.0451953,-0.00355923,-0.00122148,0.132876,0.0650598,2.90605,0.121926,-1.52569,-0.397478,0.502413,0.0909212,-1.54482,0.793949,-0.129462
-0.194556,-0.181887,0.506409,0.00121995,0.0534456,0.00160095,-0.00237376,0.147585,0.0762732,2.90072,0.122061,-1.52642,-0.431354,0.438294,0.0505128,-1.57475,0.605748,-0.222285
-0.194773,-0.180679,0.506519,-0.000954334,0.0610482,0.00605841,-0.00726623,0.159039,0.0828287,2.89512,0.121616,-1.53022,-0.458132,0.371994,-0.00944227,-1.55343,0.391921,-0.345637
-0.195158,-0.179314,0.506708,-0.00503494,0.0694664,0.00950699,-0.0188107,0.174715,0.0842572,2.88715,0.124935,-1.53663,-0.491334,0.341014,-0.094097,-1.51975,0.24552,-0.554297
-0.195834,-0.177682,0.506724,-0.0122632,0.0797303,0.00990116,-0.0393232,0.196072,0.078967,2.88119,0.126945,-1.54663,-0.492051,0.295064,-0.209433,-1.42273,0.0850757,-0.850062
-0.196702,-0.17636,0.506603,-0.0213755,0.0860143,0.00839394,-0.0650634,0.208611,0.0706489,2.87845,0.127482,-1.5541,-0.455347,0.240697,-0.292093,-1.25325,-0.0677342,-1.0768
-0.197526,-0.175317,0.50636,-0.0294958,0.088157,0.00512445,-0.0874784,0.208019,0.0587028,2.87763,0.129277,-1.559,-0.391922,0.199777,-0.337348,-1.01363,-0.185742,-1.18462
-0.198294,-0.174479,0.506059,-0.0360593,0.0866664,0.00136554,-0.103425,0.194865,0.0470549,2.8794,0.127267,-1.56383,-0.301998,0.123422,-0.367461,-0.721449,-0.37105,-1.21706
-0.198904,-0.174223,0.506041,-0.0402184,0.0785831,0.000961597,-0.111376,0.164669,0.0450763,2.88047,0.124333,-1.56619,-0.22489,0.0470157,-0.365841,-0.474432,-0.548962,-1.16523
-0.199497,-0.174175,0.506066,-0.043421,0.0683064,0.00213379,-0.114499,0.127455,0.0500114,2.88149,0.121302,-1.5674,-0.164343,-0.0142875,-0.351823,-0.30368,-0.676019,-1.07657
-0.200042,-0.173828,0.505862,-0.0454531,0.0614248,0.0013734,-0.113305,0.0985709,0.0496992,2.88379,0.119323,-1.57126,-0.10087,-0.0586253,-0.362396,-0.133174,-0.772522,-1.03521
-0.200497,-0.173512,0.505693,-0.0451825,0.0539962,0.000772141,-0.104358,0.0700724,0.0465903,2.8858,0.118777,-1.57582,-0.0471968,-0.0766725,-0.369163,0.0211918,-0.792705,-0.978757
-0.200653,-0.173434,0.505924,-0.0408035,0.0436645,0.00383541,-0.0852073,0.0363852,0.0506214,2.88532,0.120111,-1.57859,-0.0210974,-0.0730159,-0.345545,0.114797,-0.763294,-0.854212
-0.200602,-0.173783,0.506494,-0.0334841,0.0298109,0.0101809,-0.0589388,-0.00209742,0.064299,2.88441,0.119591,-1.57687,-0.0046006,-0.0856936,-0.27676,0.164818,-0.765058,-0.645391
-0.200279,-0.174509,0.50724,-0.0236396,0.0134694,0.0182665,-0.0288008,-0.0446533,0.0844688,2.88208,0.118974,-1.57262,-0.00822806,-0.101897,-0.182863,0.150351,-0.787504,-0.372087
-0.199762,-0.175415,0.508091,-0.0125976,-0.00244821,0.027005,0.00231248,-0.0843731,0.106647,2.87679,0.11981,-1.56747,-0.049463,-0.0977443,-0.0930666,0.0278239,-0.748036,-0.123909
-0.199311,-0.176097,0.508688,-0.00315934,-0.0144167,0.0324051,0.0281974,-0.114652,0.119628,2.87225,0.120414,-1.56402,-0.0875198,-0.090311,-0.0275946,-0.0970821,-0.687976,0.0687046
